vendor_id,vendor_name,entity_name,entity_id,fiscal_year,account,description,level_primary,level_secondary,level_tertiary,level_quaternary,net_amount,num_twg
5762132,not provided,Garden City,427,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,50000,1
5763338,not provided,Garland,429,2018,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,80798.39,2
5763338,not provided,Garland,429,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,293738.94,14
5763402,not provided,South Jordan,583,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,1219738.27,5
5763402,not provided,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,49973.8,2
5763704,sojo station parking inc,South Jordan,583,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,318791.62,3
5764745,not provided,Moab,499,2018,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,1078984,4
5764745,not provided,Moab,499,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,103392.63,10
5764745,not provided,Moab,499,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,1184675.36,8
5764745,not provided,Moab,499,2019,30030302,Intergovernmental - Local  - Capital Grants,REVENUES,Intergovernmental,Local,Capital Grants,75000,1
5766126,not provided,Ivins,463,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,426292.42,5
5766126,not provided,Ivins,463,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,30448.75,10
5766126,not provided,Ivins,463,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,83917.16,10
5766126,not provided,Ivins,463,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,1724050.4,3
5766333,not provided,Heber City,439,2018,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,197360.71,6
5766509,not provided,Bountiful,369,2018,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,41699.15,7
5766509,not provided,Bountiful,369,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,82305,4
5766509,not provided,Bountiful,369,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,69075.39,11
5766819,m6 holding company llc,Bountiful,369,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,42874,1
5766967,not provided,Taylorsville,603,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,595103.41,22
5766967,not provided,Taylorsville,603,2018,30061200,Miscellaneous  - Private Grants,REVENUES,Miscellaneous,Private Grants,NA,45437.88,75
5766967,not provided,Taylorsville,603,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,282406.79,16
5766967,not provided,Taylorsville,603,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,1214198.57,5
5766967,not provided,Taylorsville,603,2019,30061200,Miscellaneous  - Private Grants,REVENUES,Miscellaneous,Private Grants,NA,31397.5,43
5768237,not provided,Huntsville Town,1115,2018,30061200,Miscellaneous  - Private Grants,REVENUES,Miscellaneous,Private Grants,NA,36906,7
5768237,not provided,Huntsville Town,1115,2019,30061200,Miscellaneous  - Private Grants,REVENUES,Miscellaneous,Private Grants,NA,30293.2,4
5769861,bountiful historical,Bountiful,369,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,36926,3
5776354,not provided,Providence,551,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,371734.25,1
5776354,not provided,Providence,551,2018,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,861594.86,4
5776354,not provided,Providence,551,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,71000,1
5778074,westland ford,Pleasant View,547,2018,40060200,Grants and Contracts - State,EXPENDITURES,Grants and Contracts,State,NA,25555.92,1
5778182,ek bailey construction inc,Plain City,543,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,86983.14,2
5778408,gardner engineering,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,401936.24,41
5778408,gardner engineering,West Haven,625,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,38841.25,19
5778464,advanced pavingconstruction,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,68070.7,2
5778464,advanced pavingconstruction,West Haven,625,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,121828.57,1
5778474,utah department of transportation,West Haven,625,2018,40060200,Grants and Contracts - State,EXPENDITURES,Grants and Contracts,State,NA,36715.92,8
5778481,electrical consultants inc,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,213134.75,23
5778483,steven garside,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,25100,2
5778488,christopher  ava dellamar,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,56000,2
5778494,staker  parson companies,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,1663814.52,10
5778494,staker  parson companies,West Haven,625,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,585665.7,4
5779765,not provided,Pleasant Grove,545,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,83873.65,33
5779765,not provided,Pleasant Grove,545,2018,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,185000,4
5779765,not provided,Pleasant Grove,545,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,492182.25,26
5784688,not provided,Monticello,505,2018,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,51923.84,2
5784688,not provided,Monticello,505,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,383216.67,19
5784688,not provided,Monticello,505,2019,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,205853,3
5784688,not provided,Monticello,505,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,159305.13,13
5784688,not provided,Monticello,505,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,124417.69,5
5784688,not provided,Monticello,505,2019,30030302,Intergovernmental - Local  - Capital Grants,REVENUES,Intergovernmental,Local,Capital Grants,37055,1
5792358,not applicable,Layton,473,2018,30061202,Miscellaneous  - Private Grants -  Capital,REVENUES,Miscellaneous,Private Grants,Capital,130000,1
5792358,not applicable,Layton,473,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,1515389.42,28
5792358,not applicable,Layton,473,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,3598364.16,37
5793757,watchguard video,Riverdale,559,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,30000,1
5794638,not provided,Paradise Town,1053,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,82806.88,77
5799972,not provided,Washington City,613,2018,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,78469.11,26
5799972,not provided,Washington City,613,2019,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,29925.719999999998,16
5822812,not provided,Aurora City,361,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,32755.25,3
5831412,not provided,Murray City Corp.,513,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,39704.259999999995,10
5832466,not provided,West Jordan,627,2018,30061200,Miscellaneous  - Private Grants,REVENUES,Miscellaneous,Private Grants,NA,169095.73,22
5832466,not provided,West Jordan,627,2019,30061200,Miscellaneous  - Private Grants,REVENUES,Miscellaneous,Private Grants,NA,94284.07,20
5832509,wells fargo bank,West Jordan,627,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,235000,1
5832509,wells fargo bank,West Jordan,627,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,235000,1
5832969,chb jordan crossing llc,West Jordan,627,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,38325.79,1
5832970,peterson development,West Jordan,627,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,106504.29000000001,3
5832970,peterson development,West Jordan,627,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,965082.89,1
5832971,ivory homes,West Jordan,627,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,61252.29,1
5832971,ivory homes,West Jordan,627,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,101033.81,1
5832972,mark d ulrich inc,West Jordan,627,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,83651.89,1
5832972,mark d ulrich inc,West Jordan,627,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,137981.26,1
5835394,fireclay investment partners llc,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,672572,1
5836469,keystone ridge designs in,Park City,535,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,26754,6
5836492,keller construction,Park City,535,2018,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,373091.92,3
5837563,not provided,Eureka City,1155,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,476004.38,6
5837660,not provided,Genola Town,1019,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,250000,1
5839586,not provided,Springdale,593,2018,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,1059000,1
5839586,not provided,Springdale,593,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,1022665.26,3
5839586,not provided,Springdale,593,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,1550000,2
5839586,not provided,Springdale,593,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,267000,2
5840557,utah lake commission,Provo,553,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,25250,1
5840557,utah lake commission,Provo,553,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,26007.5,1
5840610,utah league of cities  towns,Provo,553,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,59239.63,1
5840610,utah league of cities  towns,Provo,553,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,61304.48,1
5840927,south utah valley solid waste,Provo,553,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,270151.62,12
5840927,south utah valley solid waste,Provo,553,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,272850,12
5840981,mountainland association of go,Provo,553,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,51344.63,3
5840981,mountainland association of go,Provo,553,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,48167,1
5842562,south utah valley animal servi,Provo,553,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,74561.34,2
5842562,south utah valley animal servi,Provo,553,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,77455.94,2
5845007,not provided,Torrey Town,1339,2018,30061202,Miscellaneous  - Private Grants -  Capital,REVENUES,Miscellaneous,Private Grants,Capital,515000,2
5845007,not provided,Torrey Town,1339,2019,30061202,Miscellaneous  - Private Grants -  Capital,REVENUES,Miscellaneous,Private Grants,Capital,1100000,2
5845674,not provided,Rocky Ridge Town,1321,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,84736,2
5845674,not provided,Rocky Ridge Town,1321,2018,30030302,Intergovernmental - Local  - Capital Grants,REVENUES,Intergovernmental,Local,Capital Grants,405000,1
5845674,not provided,Rocky Ridge Town,1321,2019,30030302,Intergovernmental - Local  - Capital Grants,REVENUES,Intergovernmental,Local,Capital Grants,72668.31,1
5846525,morgan county,Morgan,507,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,110790.8,10
5846525,morgan county,Morgan,507,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,149239.88,13
5846821,not provided,Annabella Town,1220,2018,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,66264.44,4
5850410,not provided,Eagle Mountain,397,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,235493.97999999998,2
5852327,kenneth  leona baldwin,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,26100,2
5853409,not provided,Wallsburg Town,1349,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,50455,2
5853409,not provided,Wallsburg Town,1349,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,269855.83,4
5856876,not provided,Herriman,443,2018,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,5521860,4
5856876,not provided,Herriman,443,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,2777567.41,911
5856876,not provided,Herriman,443,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,635114,1
5856876,not provided,Herriman,443,2019,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,81396.68,4
5856876,not provided,Herriman,443,2019,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,2000000,1
5856876,not provided,Herriman,443,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,2831197.9,842
5859944,not provided,Panguitch,533,2018,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,35807.33,7
5859944,not provided,Panguitch,533,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,630329.98,6
5859944,not provided,Panguitch,533,2018,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,135393.48,8
5859944,not provided,Panguitch,533,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,105511.49999999999,15
5859944,not provided,Panguitch,533,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,1587762.6300000001,25
5859944,not provided,Panguitch,533,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,49963.4,7
5862160,cache county corporation,Nibley,519,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,51302.4,1
5862160,cache county corporation,Nibley,519,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,75049.8,1
5863427,not provided,Vineyard,611,2018,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,41229.5,1
5863427,not provided,Vineyard,611,2019,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,41229.5,1
5865345,lincoln title insurance agency,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,138428.5,2
5865358,amcan properties llc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,130389.14,1
5865362,weber county corporation,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,43804.96,8
5865373,backman title services,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,164828.77,6
5865374,basin concrete inc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,25560,2
5865387,david phipps,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,183000,6
5865440,kaffe mercantile,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,80000,1
5865441,staker  parson companies,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,203654.05,14
5865441,staker  parson companies,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,209915.15,27
5865451,harbertson construction,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,163534.91,8
5865603,triple j concrete llc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,216875.97999999998,3
5865603,triple j concrete llc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,127995.47,6
5865611,swift restoration  remodeling,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,180669.79,11
5865611,swift restoration  remodeling,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,361530.23,40
5865817,first american title insurance company,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,37000,10
5865817,first american title insurance company,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,30000,6
5866026,obe vision llc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,157890,1
5869793,not provided,Salina,569,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,68147.85,5
5869793,not provided,Salina,569,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,30064.36,11
5869793,not provided,Salina,569,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,83580.12,10
5873361,ar 1964  cdbg  salt lake county,Riverton,561,2018,30030101,Intergovernmental - Federal - Operating Grants,REVENUES,Intergovernmental,Federal,Operating Grants,200000,1
5876245,not provided,Joseph Town,1277,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,306000,2
5877052,not provided,Paragonah Town,1043,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,40000,1
5877052,not provided,Paragonah Town,1043,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,40000,1
5877437,not provided,Circleville Town,1235,2018,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,129438,3
5879022,not provided,Marysvale Town,1299,2018,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,35375.49,20
5879022,not provided,Marysvale Town,1299,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,51451.5,3
5879022,not provided,Marysvale Town,1299,2019,30030301,Intergovernmental - Local  - Operating Grants,REVENUES,Intergovernmental,Local,Operating Grants,35540.64,14
5881208,mountainland assoc of gov,Lehi,475,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,25195,1
5881239,utah valley dispatch,Lehi,475,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,367636.01,4
5881239,utah valley dispatch,Lehi,475,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,256912.18,3
5882158,tim dahle imports inc,South Jordan,583,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,60000,1
5882158,tim dahle imports inc,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,60000,1
5888159,not provided,Hanksville,1259,2019,30030202,Intergovernmental - State  - Capital Grants,REVENUES,Intergovernmental,State,Capital Grants,763273,1
5891673,proterra inc,Park City,535,2018,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,558400,2
5891673,proterra inc,Park City,535,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,139600,2
5891848,mc contractors llc,Park City,535,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,145433.7,2
5892079,aecom technical services inc,Park City,535,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,49954.32,6
5893731,not provided,Scipio Town,1325,2019,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,70000,1
5902601,not provided,Loa Town,899,2018,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,51658.5,6
5902601,not provided,Loa Town,899,2019,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,49638.05,6
5911182,keith barton construction,West Valley City,631,2018,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,112225,10
5911182,keith barton construction,West Valley City,631,2019,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,47577,4
5915935,not provided,Duchesne,395,2018,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,137704.68,3
5915935,not provided,Duchesne,395,2019,30030102,Intergovernmental - Federal - Capital Grants,REVENUES,Intergovernmental,Federal,Capital Grants,500000,1
5920229,not provided,Henrieville Town,1265,2019,30030201,Intergovernmental - State  - Operating Grants,REVENUES,Intergovernmental,State,Operating Grants,200215.4,5
5920733,weber county corporation,Huntsville Town,1115,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,258930.73,6
5923255,neighborworks salt lake,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,34800,8
5923651,ck construction  roofing inc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,143738.66,7
5923651,ck construction  roofing inc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,333026.86,42
5923931,watson chevrolet john,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,43239.16,1
5923931,watson chevrolet john,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,53433.61,1
5923959,stacey enterprises inc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,452066.52,6
5925138,national energy foundation inc,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,30000,1
5925138,national energy foundation inc,Murray City Corp.,513,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,30000,1
5925163,salt lake county clerkelections,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,74990.01,1
5933321,aaa construction,Snowville Town,1331,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,57737.61,5
5947925,tooele county sheriffs office,Tooele City Corporation,605,2019,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,510141,6
5957167,btsaf llc,American Fork,359,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,450818.58,1
5957167,btsaf llc,American Fork,359,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,483613.81,1
5957168,young living essential oils,American Fork,359,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,35000,1
5973515,david  carrie born,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,26000,2
5973516,jay  renee holley living trust,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,25100,4
5973522,associated brigham contractors,West Haven,625,2018,40060300,Grants and Contracts - Local,EXPENDITURES,Grants and Contracts,Local,NA,70636.26000000001,4
5978499,jordan school district,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,1108389.17,3
5978705,the landings of south jordan,South Jordan,583,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,121335.03,1
5978705,the landings of south jordan,South Jordan,583,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,121335.03,1
5986651,laura tzunun,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,100000,6
5986654,cutting edge precision llc,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,35000,1
5986678,allegiant travel company,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,516306.15,7
5986688,us title of utah inc,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,212651.73,8
5986810,utah small business growth initiative,Ogden,529,2018,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,50000,1
5986810,utah small business growth initiative,Ogden,529,2019,40060000,Grants and Contracts,EXPENDITURES,Grants and Contracts,NA,NA,50000,1
5989916,community development corp of utah,West Valley City,631,2018,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,79487.04,4
5989916,community development corp of utah,West Valley City,631,2019,40060100,Grants and Contracts - Federal,EXPENDITURES,Grants and Contracts,Federal,NA,95954.39,1
6051325,hamlet development corp,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,75165,1
6051325,hamlet development corp,Murray City Corp.,513,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,123702,1
6051326,wells fargo bank,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,75165,1
6051327,parleys partners llc,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,70935,1
6051327,parleys partners llc,Murray City Corp.,513,2019,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,68425,1
6051342,murray tod owner llc,Murray City Corp.,513,2018,40060400,Grants and Contracts - Private,EXPENDITURES,Grants and Contracts,Private,NA,217225,1
